pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
62,Nunavut,2021-06-29,37232,2021-06-26,20795,16437,,,0
60,Yukon,2021-06-29,59107,2021-06-26,31417,27690,0,0,0
1,Canada,2021-06-29,36572280,2021-06-29,25622898,10940095,217,3,1
24,Quebec,2021-06-30,8269963,2021-06-29,6016620,2252213,,,1
35,Ontario,2021-06-30,15064151,2021-06-29,9969201,5094753,194,3,1
59,British Columbia,2021-06-30,5002916,2021-06-30,3581410,1421506,,,1
48,Alberta,2021-06-30,4332883,2021-06-29,2739483,1593400,,,1
47,Saskatchewan,2021-06-30,1153720,2021-06-30,724188,429532,,,1
12,Nova Scotia,2021-06-30,772210,2021-06-19,689484,82726,0,,0
46,Manitoba,2021-06-30,1134628,2021-06-19,872262,262338,28,,0
13,New Brunswick,2021-06-30,652990,2021-06-19,523126,129864,0,,0
10,Newfoundland and Labrador,2021-06-30,410559,2021-06-19,363831,46728,0,,0
11,Prince Edward Island,2021-06-30,142654,2021-06-26,114329,28325,0,,0
61,Northwest Territories,2021-06-30,60053,2021-06-26,31871,28182,,,0
62,Nunavut,2021-06-30,37232,2021-06-26,20795,16437,,,0
60,Yukon,2021-06-30,59107,2021-06-26,31417,27690,0,0,0
1,Canada,2021-06-30,37093066,2021-06-30,25678017,11413694,222,3,1
24,Quebec,2021-07-01,8394737,2021-06-30,6016620,2367705,,,1
35,Ontario,2021-07-01,15204938,2021-06-30,9979157,5225576,202,3,1
59,British Columbia,2021-07-01,5002916,2021-06-30,3581410,1421506,,,0
48,Alberta,2021-07-01,4332883,2021-06-29,2739483,1593400,,,0
47,Saskatchewan,2021-07-01,1173554,2021-07-01,726112,447442,,,1
12,Nova Scotia,2021-07-01,871219,2021-06-26,702978,168241,0,,1
46,Manitoba,2021-07-01,1305372,2021-06-26,955203,350139,30,,1
13,New Brunswick,2021-07-01,703318,2021-06-26,528862,174456,0,,1
10,Newfoundland and Labrador,2021-07-01,458181,2021-06-26,378807,79374,0,,1
11,Prince Edward Island,2021-07-01,142654,2021-06-26,114329,28325,0,,0
61,Northwest Territories,2021-07-01,60053,2021-06-26,31871,28182,,,0
62,Nunavut,2021-07-01,37232,2021-06-26,20795,16437,,,0
60,Yukon,2021-07-01,59107,2021-06-26,31417,27690,0,0,0
1,Canada,2021-07-01,37746164,2021-07-01,25807044,11928473,232,3,1
24,Quebec,2021-07-02,8394737,2021-06-30,6016620,2367705,,,0
35,Ontario,2021-07-02,15417684,2021-07-01,9997516,5419957,208,3,1
59,British Columbia,2021-07-02,5124693,2021-07-02,3597982,1526711,,,1
48,Alberta,2021-07-02,4432975,2021-07-01,2747908,1685067,,,1
47,Saskatchewan,2021-07-02,1194535,2021-07-02,728161,466374,,,1
12,Nova Scotia,2021-07-02,871219,2021-06-26,702978,168241,0,,0
46,Manitoba,2021-07-02,1305372,2021-06-26,955203,350139,30,,0
13,New Brunswick,2021-07-02,703318,2021-06-26,528862,174456,0,,0
10,Newfoundland and Labrador,2021-07-02,458181,2021-06-26,378807,79374,0,,0
11,Prince Edward Island,2021-07-02,142654,2021-06-26,114329,28325,0,,0
61,Northwest Territories,2021-07-02,60053,2021-06-26,31871,28182,,,0
62,Nunavut,2021-07-02,37232,2021-06-26,20795,16437,,,0
60,Yukon,2021-07-02,59107,2021-06-26,31417,27690,0,0,0
1,Canada,2021-07-02,38201760,2021-07-02,25852449,12338658,238,3,1
24,Quebec,2021-07-03,8394737,2021-06-30,6016620,2367705,,,0
35,Ontario,2021-07-03,15610022,2021-07-02,10015470,5594331,218,3,1
59,British Columbia,2021-07-03,5124693,2021-07-02,3597982,1526711,,,0
48,Alberta,2021-07-03,4432975,2021-07-01,2747908,1685067,,,0
47,Saskatchewan,2021-07-03,1202927,2021-07-03,728893,474034,,,1
12,Nova Scotia,2021-07-03,871219,2021-06-26,702978,168241,0,,0
46,Manitoba,2021-07-03,1305372,2021-06-26,955203,350139,30,,0
13,New Brunswick,2021-07-03,703318,2021-06-26,528862,174456,0,,0
10,Newfoundland and Labrador,2021-07-03,458181,2021-06-26,378807,79374,0,,0
11,Prince Edward Island,2021-07-03,153824,2021-07-03,116843,36981,0,,1
61,Northwest Territories,2021-07-03,60053,2021-06-26,31871,28182,,,0
62,Nunavut,2021-07-03,38030,2021-07-03,21215,16815,,,1
60,Yukon,2021-07-03,60263,2021-07-03,31799,28464,0,0,1
1,Canada,2021-07-03,38415614,2021-07-03,25874451,12530500,248,3,1
24,Quebec,2021-07-04,8394737,2021-06-30,6016620,2367705,,,0
35,Ontario,2021-07-04,15756811,2021-07-03,10027184,5729401,223,3,1
59,British Columbia,2021-07-04,5124693,2021-07-02,3597982,1526711,,,0
48,Alberta,2021-07-04,4432975,2021-07-01,2747908,1685067,,,0
47,Saskatchewan,2021-07-04,1216372,2021-07-04,730172,486200,,,1
12,Nova Scotia,2021-07-04,871219,2021-06-26,702978,168241,0,,0
46,Manitoba,2021-07-04,1305372,2021-06-26,955203,350139,30,,0
13,New Brunswick,2021-07-04,703318,2021-06-26,528862,174456,0,,0
10,Newfoundland and Labrador,2021-07-04,458181,2021-06-26,378807,79374,0,,0
11,Prince Edward Island,2021-07-04,153824,2021-07-03,116843,36981,0,,0
61,Northwest Territories,2021-07-04,60053,2021-06-26,31871,28182,,,0
62,Nunavut,2021-07-04,38030,2021-07-03,21215,16815,,,0
60,Yukon,2021-07-04,60263,2021-07-03,31799,28464,0,0,0
1,Canada,2021-07-04,38575848,2021-07-04,25887444,12677736,253,3,1
24,Quebec,2021-07-05,8757940,2021-07-04,6051714,2704281,,,1
35,Ontario,2021-07-05,15972298,2021-07-04,10045604,5926458,233,3,1
59,British Columbia,2021-07-05,5288644,2021-07-05,3619314,1669330,,,1
48,Alberta,2021-07-05,4578868,2021-07-04,2759600,1819268,,,1
47,Saskatchewan,2021-07-05,1225186,2021-07-05,731115,494071,,,1
12,Nova Scotia,2021-07-05,871219,2021-06-26,702978,168241,0,,0
46,Manitoba,2021-07-05,1305372,2021-06-26,955203,350139,30,,0
13,New Brunswick,2021-07-05,703318,2021-06-26,528862,174456,0,,0
10,Newfoundland and Labrador,2021-07-05,458181,2021-06-26,378807,79374,0,,0
11,Prince Edward Island,2021-07-05,153824,2021-07-03,116843,36981,0,,0
61,Northwest Territories,2021-07-05,60876,2021-07-03,32128,28748,,,1
62,Nunavut,2021-07-05,38030,2021-07-03,21215,16815,,,0
60,Yukon,2021-07-05,60263,2021-07-03,31799,28464,0,0,0
1,Canada,2021-07-05,39474019,2021-07-05,25975182,13496626,263,3,1
24,Quebec,2021-07-06,8857927,2021-07-05,6051714,2796969,,,1
35,Ontario,2021-07-06,16214569,2021-07-05,10067078,6147245,243,3,1
59,British Columbia,2021-07-06,5340256,2021-07-06,3624781,1715475,,,1
48,Alberta,2021-07-06,4629699,2021-07-05,2763981,1865718,,,1
47,Saskatchewan,2021-07-06,1233534,2021-07-06,732070,501464,,,1
12,Nova Scotia,2021-07-06,871219,2021-06-26,702978,168241,0,,0
46,Manitoba,2021-07-06,1305372,2021-06-26,955203,350139,30,,0
13,New Brunswick,2021-07-06,703318,2021-06-26,528862,174456,0,,0
10,Newfoundland and Labrador,2021-07-06,458181,2021-06-26,378807,79374,0,,0
11,Prince Edward Island,2021-07-06,153824,2021-07-03,116843,36981,0,,0
61,Northwest Territories,2021-07-06,60876,2021-07-03,32128,28748,,,0
62,Nunavut,2021-07-06,38030,2021-07-03,21215,16815,,,0
60,Yukon,2021-07-06,60263,2021-07-03,31799,28464,0,0,0
1,Canada,2021-07-06,39927068,2021-07-06,26007459,13910089,273,3,1
24,Quebec,2021-07-07,8964394,2021-07-06,6065115,2896712,,,1
35,Ontario,2021-07-07,16441166,2021-07-06,10086886,6354030,247,3,1
59,British Columbia,2021-07-07,5404047,2021-07-07,3631452,1772595,,,1
48,Alberta,2021-07-07,4673582,2021-07-06,2768182,1905400,,,1
47,Saskatchewan,2021-07-07,1247253,2021-07-07,733788,513465,,,1
12,Nova Scotia,2021-07-07,871219,2021-06-26,702978,168241,0,,1
46,Manitoba,2021-07-07,1305372,2021-06-26,955203,350139,30,,0
13,New Brunswick,2021-07-07,703318,2021-06-26,528862,174456,0,,0
10,Newfoundland and Labrador,2021-07-07,458181,2021-06-26,378807,79374,0,,1
11,Prince Edward Island,2021-07-07,153824,2021-07-03,116843,36981,0,,0
61,Northwest Territories,2021-07-07,60876,2021-07-03,32128,28748,,,0
62,Nunavut,2021-07-07,38030,2021-07-03,21215,16815,,,1
60,Yukon,2021-07-07,60263,2021-07-03,31799,28464,0,0,0
1,Canada,2021-07-07,40381525,2021-07-07,26053258,14325420,277,3,1
24,Quebec,2021-07-08,9079510,2021-07-07,6065115,3004308,,,1
35,Ontario,2021-07-08,16664091,2021-07-07,10107027,6556806,255,3,1
59,British Columbia,2021-07-08,5497150,2021-07-08,3641611,1855539,,,1
48,Alberta,2021-07-08,4727966,2021-07-07,2773313,1954653,,,1
47,Saskatchewan,2021-07-08,1260567,2021-07-08,735567,525000,,,1
12,Nova Scotia,2021-07-08,986747,2021-07-03,709817,276930,0,,1
46,Manitoba,2021-07-08,1478003,2021-07-03,1048046,429914,40,,1
13,New Brunswick,2021-07-08,767337,2021-07-03,534414,232923,0,,1
10,Newfoundland and Labrador,2021-07-08,493151,2021-07-03,384504,108647,0,,1
11,Prince Edward Island,2021-07-08,153824,2021-07-03,116843,36981,0,,0
61,Northwest Territories,2021-07-08,60876,2021-07-03,32128,28748,,,0
62,Nunavut,2021-07-08,37962,2021-07-05,21483,16479,,,1
60,Yukon,2021-07-08,60263,2021-07-03,31799,28464,0,0,0
1,Canada,2021-07-08,41267447,2021-07-08,26201667,15055392,295,3,1
24,Quebec,2021-07-09,9201618,2021-07-08,6079982,3118897,,,1
35,Ontario,2021-07-09,16869363,2021-07-08,10126277,6742816,267,3,1
59,British Columbia,2021-07-09,5565983,2021-07-09,3648876,1917107,,,1
48,Alberta,2021-07-09,4777367,2021-07-08,2778675,1998692,,,1
47,Saskatchewan,2021-07-09,1273245,2021-07-09,737367,535878,,,1
12,Nova Scotia,2021-07-09,986747,2021-07-03,709817,276930,0,,0
46,Manitoba,2021-07-09,1478003,2021-07-03,1048046,429914,40,,0
13,New Brunswick,2021-07-09,767337,2021-07-03,534414,232923,0,,0
10,Newfoundland and Labrador,2021-07-09,493151,2021-07-03,384504,108647,0,,0
11,Prince Edward Island,2021-07-09,153824,2021-07-03,116843,36981,0,,0
61,Northwest Territories,2021-07-09,60876,2021-07-03,32128,28748,,,0
62,Nunavut,2021-07-09,38030,2021-07-03,21215,16815,,,1
60,Yukon,2021-07-09,60263,2021-07-03,31799,28464,0,0,0
1,Canada,2021-07-09,41725807,2021-07-09,26249943,15472812,307,3,1
24,Quebec,2021-07-10,9201618,2021-07-08,6079982,3118897,,,0
35,Ontario,2021-07-10,17037931,2021-07-09,10142813,6894843,272,3,1
59,British Columbia,2021-07-10,5565983,2021-07-09,3648876,1917107,,,0
48,Alberta,2021-07-10,4777367,2021-07-08,2778675,1998692,,,0
47,Saskatchewan,2021-07-10,1288868,2021-07-10,739331,549537,,,1
12,Nova Scotia,2021-07-10,986747,2021-07-03,709817,276930,0,,0
46,Manitoba,2021-07-10,1478003,2021-07-03,1048046,429914,40,,0
13,New Brunswick,2021-07-10,767337,2021-07-03,534414,232923,0,,0
10,Newfoundland and Labrador,2021-07-10,493151,2021-07-03,384504,108647,0,,0
11,Prince Edward Island,2021-07-10,167329,2021-07-10,119114,48215,0,,1
61,Northwest Territories,2021-07-10,60876,2021-07-03,32128,28748,,,0
62,Nunavut,2021-07-10,39260,2021-07-10,21668,17592,,,1
60,Yukon,2021-07-10,61500,2021-07-10,32172,29328,0,0,1
1,Canada,2021-07-10,41925970,2021-07-10,26271540,15651373,312,3,1
24,Quebec,2021-07-11,9201618,2021-07-08,6079982,3118897,,,0
35,Ontario,2021-07-11,17159128,2021-07-10,10153605,7005244,276,3,1
59,British Columbia,2021-07-11,5565983,2021-07-09,3648876,1917107,,,0
48,Alberta,2021-07-11,4777367,2021-07-08,2778675,1998692,,,0
47,Saskatchewan,2021-07-11,1299188,2021-07-11,740747,558441,,,1
12,Nova Scotia,2021-07-11,986747,2021-07-03,709817,276930,0,,0
46,Manitoba,2021-07-11,1478003,2021-07-03,1048046,429914,40,,0
13,New Brunswick,2021-07-11,767337,2021-07-03,534414,232923,0,,0
10,Newfoundland and Labrador,2021-07-11,493151,2021-07-03,384504,108647,0,,0
11,Prince Edward Island,2021-07-11,167329,2021-07-10,119114,48215,0,,0
61,Northwest Territories,2021-07-11,60876,2021-07-03,32128,28748,,,0
62,Nunavut,2021-07-11,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-11,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-11,42057487,2021-07-11,26283748,15770678,316,3,1
24,Quebec,2021-07-12,9467386,2021-07-11,6099144,3365379,,,1
35,Ontario,2021-07-12,17333093,2021-07-11,10171209,7161599,282,3,1
59,British Columbia,2021-07-12,5741691,2021-07-12,3668354,2073337,,,1
48,Alberta,2021-07-12,4868593,2021-07-11,2788643,2079950,,,1
47,Saskatchewan,2021-07-12,1304646,2021-07-12,741438,563208,,,1
12,Nova Scotia,2021-07-12,986747,2021-07-03,709817,276930,0,,0
46,Manitoba,2021-07-12,1478003,2021-07-03,1048046,429914,40,,0
13,New Brunswick,2021-07-12,767337,2021-07-03,534414,232923,0,,0
10,Newfoundland and Labrador,2021-07-12,493151,2021-07-03,384504,108647,0,,0
11,Prince Edward Island,2021-07-12,167329,2021-07-10,119114,48215,0,,0
61,Northwest Territories,2021-07-12,61741,2021-07-10,32454,29287,,,1
62,Nunavut,2021-07-12,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-12,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-12,42770477,2021-07-12,26350977,16416309,322,3,1
24,Quebec,2021-07-13,9555986,2021-07-12,6099144,3365379,,,1
35,Ontario,2021-07-13,17509202,2021-07-12,10189240,7319666,292,4,1
59,British Columbia,2021-07-13,5805541,2021-07-13,3674211,2131330,,,1
48,Alberta,2021-07-13,4894909,2021-07-12,2792191,2101718,,,1
47,Saskatchewan,2021-07-13,1307065,2021-07-13,741905,565160,,,1
12,Nova Scotia,2021-07-13,986747,2021-07-03,709817,276930,0,,0
46,Manitoba,2021-07-13,1478003,2021-07-03,1048046,429914,40,,0
13,New Brunswick,2021-07-13,767337,2021-07-03,534414,232923,0,,0
10,Newfoundland and Labrador,2021-07-13,493151,2021-07-03,384504,108647,0,,0
11,Prince Edward Island,2021-07-13,167329,2021-07-10,119114,48215,0,,0
61,Northwest Territories,2021-07-13,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-13,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-13,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-13,43127771,2021-07-13,26378880,16656089,332,4,1
24,Quebec,2021-07-14,9648811,2021-07-13,6113271,3532585,,,1
35,Ontario,2021-07-14,17672403,2021-07-13,10207565,7464538,296,4,1
59,British Columbia,2021-07-14,5872611,2021-07-14,3679973,2192638,,,1
48,Alberta,2021-07-14,4920417,2021-07-13,2796022,2124395,,,1
47,Saskatchewan,2021-07-14,1313423,2021-07-14,743160,570263,,,1
12,Nova Scotia,2021-07-14,986747,2021-07-03,709817,276930,0,,1
46,Manitoba,2021-07-14,1478003,2021-07-03,1048046,429914,40,,0
13,New Brunswick,2021-07-14,767337,2021-07-03,534414,232923,0,,0
10,Newfoundland and Labrador,2021-07-14,493151,2021-07-03,384504,108647,0,,1
11,Prince Edward Island,2021-07-14,167329,2021-07-10,119114,48215,0,,0
61,Northwest Territories,2021-07-14,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-14,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-14,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-14,43482733,2021-07-14,26422180,17057255,336,4,1
24,Quebec,2021-07-15,9752346,2021-07-14,6113271,3628616,,,1
35,Ontario,2021-07-15,17837755,2021-07-14,10226189,7611261,301,4,1
59,British Columbia,2021-07-15,5942064,2021-07-15,3686905,2255159,,,1
48,Alberta,2021-07-15,4947062,2021-07-14,2799252,2147810,,,1
47,Saskatchewan,2021-07-15,1321210,2021-07-15,744527,576683,,,1
12,Nova Scotia,2021-07-15,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-15,1590460,2021-07-10,1094992,495422,42,,1
13,New Brunswick,2021-07-15,901441,2021-07-10,547045,354396,0,,1
10,Newfoundland and Labrador,2021-07-15,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-15,167329,2021-07-10,119114,48215,0,,0
61,Northwest Territories,2021-07-15,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-15,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-15,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-15,44279583,2021-07-15,26527453,17741320,343,4,1
24,Quebec,2021-07-16,9853761,2021-07-15,6128930,3721751,,,1
35,Ontario,2021-07-16,18006791,2021-07-15,10245161,7761320,306,4,1
59,British Columbia,2021-07-16,6004668,2021-07-16,3692410,2312258,,,1
48,Alberta,2021-07-16,4980821,2021-07-15,2803192,2177629,,,0
47,Saskatchewan,2021-07-16,1332135,2021-07-16,746173,585962,,,1
12,Nova Scotia,2021-07-16,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-16,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-16,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-16,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-16,167329,2021-07-10,119114,48215,0,,0
61,Northwest Territories,2021-07-16,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-16,39260,2021-07-10,21668,17592,,,0
60,Yukon,2021-07-16,61500,2021-07-10,32172,29328,0,0,0
1,Canada,2021-07-16,44657322,2021-07-16,26573175,18080711,348,4,1
24,Quebec,2021-07-17,9853761,2021-07-15,6128930,3721751,,,0
35,Ontario,2021-07-17,18137546,2021-07-16,10260064,7877164,314,4,1
59,British Columbia,2021-07-17,6004668,2021-07-16,3692410,2312258,,,0
48,Alberta,2021-07-17,4980821,2021-07-15,2803192,2177629,,,0
47,Saskatchewan,2021-07-17,1341561,2021-07-17,747742,593819,,,1
12,Nova Scotia,2021-07-17,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-17,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-17,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-17,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-17,179691,2021-07-17,121102,58589,0,,1
61,Northwest Territories,2021-07-17,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-17,41293,2021-07-17,22096,19197,,,1
60,Yukon,2021-07-17,62405,2021-07-17,32450,29955,0,0,1
1,Canada,2021-07-17,44812803,2021-07-17,26592341,18217018,356,4,1
24,Quebec,2021-07-18,9853761,2021-07-15,6128930,3721751,,,1
35,Ontario,2021-07-18,18227763,2021-07-17,10269848,7957596,315,4,1
59,British Columbia,2021-07-18,6004668,2021-07-16,3692410,2312258,,,0
48,Alberta,2021-07-18,4980821,2021-07-15,2803192,2177629,,,1
47,Saskatchewan,2021-07-18,1347967,2021-07-18,748675,599292,,,1
12,Nova Scotia,2021-07-18,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-18,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-18,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-18,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-18,179691,2021-07-17,121102,58589,0,,0
61,Northwest Territories,2021-07-18,61741,2021-07-10,32454,29287,,,0
62,Nunavut,2021-07-18,41293,2021-07-17,22096,19197,,,0
60,Yukon,2021-07-18,62405,2021-07-17,32450,29955,0,0,0
1,Canada,2021-07-18,44909426,2021-07-18,26603058,18302923,357,4,1
24,Quebec,2021-07-19,10084083,2021-07-18,6146135,3934786,,,1
35,Ontario,2021-07-19,18358064,2021-07-18,10285666,8072072,322,4,1
59,British Columbia,2021-07-19,6173328,2021-07-19,3707678,2465650,,,1
48,Alberta,2021-07-19,5056062,2021-07-18,2811893,2244169,,,1
47,Saskatchewan,2021-07-19,1350671,2021-07-19,749136,601535,,,1
12,Nova Scotia,2021-07-19,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-19,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-19,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-19,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-19,179691,2021-07-17,121102,58589,0,,0
61,Northwest Territories,2021-07-19,62725,2021-07-17,32785,29940,,,1
62,Nunavut,2021-07-19,41293,2021-07-17,22096,19197,,,0
60,Yukon,2021-07-19,62405,2021-07-17,32450,29955,0,0,0
1,Canada,2021-07-19,45517638,2021-07-19,26660842,18853262,364,4,1
24,Quebec,2021-07-20,10167756,2021-07-19,6146135,4012424,,,1
35,Ontario,2021-07-20,18494827,2021-07-19,10301535,8192960,328,4,1
59,British Columbia,2021-07-20,6233656,2021-07-20,3712494,2521162,,,1
48,Alberta,2021-07-20,5078635,2021-07-19,2815197,2263438,,,1
47,Saskatchewan,2021-07-20,1353307,2021-07-20,749588,603719,,,1
12,Nova Scotia,2021-07-20,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-20,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-20,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-20,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-20,179691,2021-07-17,121102,58589,0,,0
61,Northwest Territories,2021-07-20,62725,2021-07-17,32785,29940,,,0
62,Nunavut,2021-07-20,41293,2021-07-17,22096,19197,,,0
60,Yukon,2021-07-20,62405,2021-07-17,32450,29955,0,0,0
1,Canada,2021-07-20,45823611,2021-07-20,26685283,19128753,370,4,1
24,Quebec,2021-07-21,10268575,2021-07-20,6159353,4105977,,,1
35,Ontario,2021-07-21,18616840,2021-07-20,10317935,8298570,331,4,1
59,British Columbia,2021-07-21,6297149,2021-07-21,3717735,2579414,,,1
48,Alberta,2021-07-21,5100111,2021-07-20,2818691,2281420,,,1
47,Saskatchewan,2021-07-21,1358720,2021-07-21,750699,608021,,,1
12,Nova Scotia,2021-07-21,1110886,2021-07-10,717435,393451,0,,0
46,Manitoba,2021-07-21,1590460,2021-07-10,1094992,495422,42,,0
13,New Brunswick,2021-07-21,901441,2021-07-10,547045,354396,0,,0
10,Newfoundland and Labrador,2021-07-21,546529,2021-07-10,392429,154100,0,,0
11,Prince Edward Island,2021-07-21,179691,2021-07-17,121102,58589,0,,0
61,Northwest Territories,2021-07-21,62725,2021-07-17,32785,29940,,,0
62,Nunavut,2021-07-21,41293,2021-07-17,22096,19197,,,0
60,Yukon,2021-07-21,62405,2021-07-17,32450,29955,0,0,0
1,Canada,2021-07-21,46136825,2021-07-21,26724747,19408452,373,4,1
24,Quebec,2021-07-22,10373663,2021-07-21,6159353,4203483,,,1
35,Ontario,2021-07-22,18733497,2021-07-21,10333739,8399414,340,4,1
59,British Columbia,2021-07-22,6361627,2021-07-22,3723720,2637907,,,1
48,Alberta,2021-07-22,5128351,2021-07-21,2822412,2305939,,,1
47,Saskatchewan,2021-07-22,1366006,2021-07-22,752174,613832,,,1
12,Nova Scotia,2021-07-22,1210159,2021-07-17,724947,485212,0,,1
46,Manitoba,2021-07-22,1658242,2021-07-17,1119641,538550,47,,1
13,New Brunswick,2021-07-22,955480,2021-07-17,552935,402545,0,,1
